Week,Event,Location,Date,Time,Event Detail
6,Emotional Intelligence 1 Day Training,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240","Thu, July 7, 2022",9:00 AM,Emotional Intelligence Class
